trail_id,park_id,trail_name,region,difficulty,star,gradient,surface,length,time,summary
T96,P15,Shek Pik Country Trail,Lantau,3,3,4,3,5.5,2,"The country trail begins at Wisdom Path, Ngong Ping, a landscaped installation of 38 massive wooden pillars inscribed with world-renowned sinologist Professor Jao Tsung-I’s Heart Sutra.  Stepping into it instantly helps you leave the busy city life behind.  The descending slope on the west side of Lantau Peak overlooks the entire Shek Pik Reservoir and the precipitous path of Kau Nga Ling, a branch range of Lantau Peak on the east.  Given its risk, hikers are advised not to go there.  Enlivened by the red and pink Hong Kong Hawthorn and Rhododendron everywhere in spring, the well-shaded path is not far away from the Shek Pik Catchment, a wide catchwater that directs water into the reservoir, thereby reducing the dependence on underground water by residents of outlying islands.  Shek Pik Reservoir, the finishing point,  was completed in 1963, This reservoir is surrounded by Kau Nga Ling, Keung Shan, Muk Yue Shan, and Sze Tse Tau Shan.  It is fed by many streams and therefore has the third largest storage capacity after High Island Reservoir and Plover Cove Reservoir."
T97,P12,Sheung Yiu Country Trail,Sai Kung,2,2,1,2,3.3,1.25,"Merging with Pak Tam Chung Nature Trail, Sheung Yiu Country Trail has its starting point situated near Sheung Yiu Folk Museum, which is reconstructed from a 100-year-old Hakka village, and a lime kiln, which was the site for producing lime from coral skeletons.  Through visiting the museum and lime kiln, hikers will get a grasp of the life of indigenous residents of Sai Kung.  Most of the trail is covered with luxuriant woods and it begins with a precipitous climb.  At some of the corners, hiking lovers will be able to spot islands of different sizes such as Wong Yi Chau, Tai Tau Chau, Kai Chau, Kau Sai Chau, Jin Island, and Tuen Tau Chau scattering across Port Shelter and High Island.  In the direction towards Nam Fung Wan, it also passes through Po Kwu Wan Campsite.  Back in the 1970s and the 1980s, the smuggling of Vietnamese refugees was rampant.  A part of Nam Fung Wan served as a custodial centre for Vietnamese boat people until 1998 and is now Astropark and a water sports centre.  Large herds of cattle could be seen resting and eating on the grassland.  The trail ends at Man Yee Road, where visitors can enjoy the views of the reservoir that holds the greatest amount of water in Hong Kong – High Island Reservoir.  The construction work lasted for 7 years and it was completed in 1971."
T98,P12,Sheung Yiu Family Walk,Sai Kung,1,3,1,2,1.8,1,"Sheung Yiu Family Walk is an attractive place where everything is rolled into one – here visitors can have a barbecue, go on a hike, and learn about natural habitats and Hong Kong folklore. One may take the popular route of entering from Pak Tam Chung Nature Trail, which skirts along the river, before visiting the Sheung Yiu Folk Museum, a Hakka village called Sheung Yiu Village in the 19th century. Inhabited by the Wong clan, the village had a watchtower overlooking the entrance, a row of eight houses, and a lime kiln that produced lime by burning coal mined in the vicinity. Both the village and the lime kiln have been classified as declared monuments, displaying various farming implements and furniture to recreate the atmosphere and environment of the Hakka village. The woods along the tranquil Sheung Yiu Family Walk look out on the rolling hills of Tai Cham Koi on the north in the distance. Other highlights include a bay, mangroves, barbecue sites, and holiday camps, which make weekend trips easy to plan."
T99,P16,Shing Mun Country Park (Paperbark Tree Forest) Accessible Route,Central New Territories,2,5,2,1,3.8,2,"Completed in 1936, Shing Mun Reservoir was named Jubilee Reservoir to celebrate the Silver Jubilee of King George V of the United Kingdom.  Starting at a refreshment kiosk with accessible toilets nearby, this route follows a tree-shaded path and leads up and down.  Along this well-shaded path in spring and summer, you will be greeted by butterflies fluttering around and dancing jovially – the more commonly seen and easily noticeable are Punchinello, which like to flutter around its larval foodplant Maesa perlarius.  You will also catch sight of macaques jumping around along the forest tracks or eating fruit and leaves on trees.  The vegetation in the surroundings is another attraction that will make your eyes glitter with admiration and amazement – the purple corolla of Callicarpa nudiflora, the reflection of the greenery on the opposite shore in the reservoir, and the tall upright paperbark trees beckoning.  Indeed, it is as if you were stepping into a fairyland when strolling along the road between the lines of paperbark trees.  In short, the flora and fauna of the short journey will surely put you at ease."
T100,P16,Shing Mun Reservoir Walk,Central New Territories,3,4,3,2,7.5,3.5,"Shing Mun Reservoir Walk is a loop trail that begins at Pineapple Dam. The trip starts from the Visitor Centre, which tells the story of Shing Mun Country Park, and continues to the Butterfly Garden. Planted with nectar species such as Lantana and Retuse-leaved Crotalaria, the Garden attracts various types of butterflies in all seasons, making it an ideal spot for butterfly photography."
T101,P15,South Lantau Country Trail,Lantau,3,3,3,3,10.3,3,"South Lantau Country Trail begins in Nam Shan and its hillside commands the full vista of the south part of Lantau Island.  The well-shaded and scenic path is a popular destination in summer, with a lot of massive rocks and flowing water from streams and cascades.  Stretching across Lantau Peak and Sunset Peak, the country trail offers hikers a clear view of the two towering mountains from below.  Beyond Tung Chung Road along the southeastern slope is the Tong Fuk Catchwater, which commands a wide panorama of Cheung Sha Beach, Tong Fuk, Cha Kwo Chau, Shek Kwu Chau, and the Soko Islands."
T102,P06,Tai Lam Chung Country Trail,West New Territories,3,3,3,4,5.5,4,"To enjoy the scenic beauty of Yuen Long, the best way is to walk in the mountains.  Tai Lam Chung Country Trail begins at Ma On Kong Warden Post, which is in close vicinity of Tai Lam Tunnel.  Views open up after series of ascending stairs of the 290-metre country trail, offering the scenery of mountains and water of Yuen Long Plain, Kam Tin, Shap Pat Heung, Tin Shui Wai and Tuen Mun.  The trail also amazes hikers with slopes that have been eroded by rainwater.  The real reward comes after scaling several mountains, when it reaches the finishing point Kat Hing Bridge, which was built more than a hundred years ago.  Given the fast-flowing stream of Chat To River, the bridge was built in the Qing Dynasty to make crossing easier.  The bridge was renovated in the 1950s during the construction of Tai Lam Chung Reservoir.  It is an excellent spot to muse on memories of ancient times, appreciate the beautiful scene of how streams merge together, or even revive the happy memories of walking on Tai Lam Chung Country Trail."
T103,P06,Tai Lam Country Park (Tsing Tam Upper Irrigation Reservoir) Accessible Route,West New Territories,2,3,3,1,6.3,3,"It is normal to relate reservoirs only to those which supply drinking water, but indeed there is another type of reservoirs - irrigation reservoirs.  Of all the 8 irrigation reservoirs in Hong Kong, seven are located in the New Territories. Tsing Tam Irrigation Reservoir is one of them. Providing farmers with irrigation water supply, Tsing Tam Upper and Lower Irrigation Reservoirs are located in the valley behind Tsing Tam Village, Yuen Long, and can be reached by following the flat forest track after getting off at Lui Kung Tin bus station on Route Twisk. After passing through the sitting-out area where accessible toilets are available, the route continues with three uphill sections that are surrounded by increasingly luxuriant trees giving some welcome shade. The forest track itself, usually carpeted with fallen leaves and embellished with white flowers of Tung-oil trees between April and May, is a masterpiece by nature, and the views it offers from afar are equally magnificent - from there you can see Kai Kung Leng, Tai To Yan, Kwun Yam Shan, the stretches of farmland and wetlands on Yuen Long Plain, and Tin Shui Wai New Town behind the mountain. Wheelchair users are advised to enlist help from people nearby to slow the wheelchairs down before beginning the brief yet steep descent in the second half of the route. Not far away is the dam between the upper and lower reservoirs, where the views on each side contrast sharply with each other - on the left is the upper reservoir surrounded by hills and woodlands; on the right is the lower reservoir hidden under the canopy of leaves. The road continues as far as Ho Pui Tsuen, but given the considerable distance and the steep slopes, it is best to take the return trip at the end of the dam."
T104,P06,Tai Lam Nature Trail,West New Territories,3,3,2,2,10,4,"Having the longest span among all other nature trails in the country parks in Hong Kong and featuring many undulating sections, Tai Lam Nature Trail is only suitable for the fit and experienced. The trail introduces the flora and fauna, the cultural history, and the geological landforms in the area. It also offers views of Pak Kung Temple, which was built by villagers in Yuen Long, Kat Hing Bridge, which was constructed in the late 19th century, Rhodoleia, which is a native plant that blossoms in early spring, and Romer’s Tree Frogs, which are about the size of a thumb. Since the suction discs of their digits are underdeveloped, this species seldom climbs trees; they are usually seen on the ground thick with fallen leaves. One of the turns of the footpaths commands the vistas of Tai Lam Chung Reservoir, which is also known as Thousand-island Lake. Before the Second World War, inside the valley there was a village called Tai Lam, which is now submerged by the reservoir. The stream that enters the valley is named Tai Lam Chung. The picturesque setting has become a popular social media check-in spot among hikers."
T105,P12,Tai Long Wan Hiking Trail,Sai Kung,4,3,2,4,12,5,"Starting at Sai Wan Pavilion, this immensely popular hiking trail first traverses Sai Wan and then Ham Tin Wan, both of which face the Pacific Ocean. It never ceases to amaze visitors with such landforms as streams and estuaries as well as turquoise water and fine sand. In addition, the path that connects Sai Wan and Chek Keng is composed of strata formed by volcanic activities in Sai Kung around 140 million years ago. Volcanic activities were active and extensive here in ancient times, as evidenced by the changes of the strata that are easily noticed on the cliff face and rocks."
T106,P21,Tai Mei Tuk Family Walk,North New Territories,1,4,1,2,1,0.67,"Tai Mei Tuk is located on a promontory of Plover Cove, which is encircled on three sides by mountains. In the 1960s the then Director of Water Supplies Department T.O. Morgan proposed linking Pak Sha Tau, Tai Mei Tuk with a 2-kilometre dam to cut off the cove from the sea, making it the world’s first reservoir in the ocean. To many, a stroll along the dam is almost a must-do activity, but at the same time the family walk here seems to have been forgotten. Tai Mei Tuk Family Walk is a one-kilometre circular walk that passes through four viewing points overlooking the reservoir, and looking out on the mountain range of Pat Sin Leng in North East New Territories, and Plover Cove and Ma Shi Chau in the south. There are also twelve columns representing the Chinese zodiac animal signs along the trail. They can only be found on this trail, so don’t forget to look for the one you were born under."
T107,P03,Tai Mo Shan Family Walk,West New Territories,1,2,1,2,0.5,0.33,"Located inside Rotary Park, Tai Mo Shan Family Walk is a circular walk that skirts along a forest. The stone-paved path is easy and short, taking no more than half an hour to finish. Varying from season to season, the scene of viewing point is particularly extraordinary. On a clear day, we can look out on the cityscape of Tsuen Wan and Tsing Yi; on a misty day, the trail is like a fairyland as the vistas become faintly visible. Moreover, it is a good place for parents to teach their children about common native trees in Hong Kong – in spring Schima, an insect repelling tree with hard trunks and branches as well as poisonous bark, is in full blossom, but be careful not to touch it; in winter the leaves of Sweet Gum turn from yellow to red."
T108,P02,Tai Po Kau Nature Trail,North New Territories,2,3,2,2,1,1,"If you want to explore the rich biodiversity of forests, there is no better place than Tai Po Kau Nature Trail. Located inside Tai Po Kau Nature Reserve, the trail is a home to more than a hundred species of trees, and many of which are native to Hong Kong, hikers can find Fragrant Litsea easily along the trail. The oil extraction and the liquid in its fruits can be used to make a fragrance and insect repellent respectively. Another example of native species is Giant Bean, which displays characteristics of both trees and vines. It attaches to a tree before extending to another tree through the air like jumper cables. There are many of them in the forests but it is difficult to find their origins. The trail is surrounded by luxuriant secondary forests, with many Chestnut Oak. They were cut down for making farming tools and now grow freely in the forests. The fallen leaves from them covered the stone-paved path, as if they are trying to take over the earth by removing all traces of human existence. The unspoiled natural environment houses a variety of birds in all seasons. Some common species all the year round include Chestnut Bulbul, Silver-eared Mesia, and Grey-chinned Minivet. In winter, you could meet Grey-backed Thrushes and wagtails. In spring and summer, owls, cuckoos, and Hainan Blue Flycatcher are here for you to discover in the forest."
T109,P04,Tai Tam Country Park (Tai Tam Tuk Reservoir) Accessible Route,Hong Kong Island,1,5,1,1,3.1,1.5,"One can never overemphasise the beauty of the Tai Tam Group of Reservoirs. They are a group of 4 reservoirs, namely, in chronological order of their respective completion from 1888 to 1917, Tai Tam Upper Reservoir, Tai Tam Byewash Reservoir, Tai Tam Intermediate Reservoir and Tai Tam Tuk Reservoir. Built in the hope of tackling population explosion and hygienic problems like plague, they are one of the 6 prewar reservoirs in Hong Kong and have completely retained the superb waterworks design and craftsmanship of that time. Twenty-two of the historic waterworks, including the four masonry arch bridges built in the British style, have been declared monuments. Anyone with special needs intending to admire the beauty need not worry - the entire forest track is flat and there is a accessible toilet at the start point."
T110,P04,Tai Tam Country Trail,Hong Kong Island,3,2,3,4,2.6,1.5,"Not only does Tai Tam Country Trail offer a getaway from the hustle and bustle, but also a glimpse of the historic waterworks structures in Wong Nai Chung Reservoir Park, which was converted from Wong Nai Chung Reservoir constructed in 1899. The park has preserved three declared monuments, including the masonry dam, the valve house and the weir. The trail follows the stone steps on the left of the catchwater and leads up to Violet Hill, which looks out on coastal views over Brick Hill and Lamma Island, as well as the cityscape of Central, Wan Chai, and Hong Kong Parkview. At Chinese New Year, the peak commands an excellent vista of the northern slope dotted with native Chinese New Year Flowers in full bloom. On the way descending to Tai Tam Reservoir Road, you can even admire the thumb-sized Chinese New Year Flowers at close range, as they hang on the trees like pink bells."
T111,P04,Tai Tam Family Walk,Hong Kong Island,1,3,1,1,1.6,1,"Hiking trails in Hong Kong are an oasis of serenity in the urban jungle. Among them is Tai Tam Family Walk, one of the best places to get away from the hustle and bustle of city life. The family walk is easily accessible by public transport. To get to the starting point, walk from Hong Kong Parkview along Tai Tam Reservoir Road for 15 minutes. The middle section of the walk features many common plant species, including Don Blue Berry and Hong Kong Camellia. Towards the end are the picturesque vistas of the reservoir, which is a highly expected spot for photo taking among many visitors. The viewing point offers a picture-postcard scene, with a panoramic view of the Tai Tam Group, which comprises Tai Tam Upper Reservoir, Tai Tam Byewash Reservoir, Tai Tam Intermediate Reservoir, and Tai Tam Tuk Reservoir, and black kites flapping their wings in the air. Although the walk towards Tai Tam Reservoir Road may be a bit physically demanding, it is still worth it, as visitors will be rewarded with the chance to admire the British architectural style of the reservoir."
T112,P04,Tai Tam Tree Walk,Hong Kong Island,1,3,1,1,0.07,0.3,"Tai Tam Tree Walk is about 70m in length, which is the shortest tree walk in Hong Kong country parks. With 12 interpretation plates installed along the Tree Walk introducing trees including Emarginate-leaved Ormosia, Itea and Lingnan Garcinia, it is a good place to learn about common trees. While you can learn the basic information of native trees from interpretation plates, you may admire the beauty of trees with distinctive features in different seasons."
T113,P10,Tai Tan Country Trail,Sai Kung,2,3,2,2,6.7,2.75,"Hong Kong, surrounded by water on three sides, possesses clear and beautiful coastlines.  Offering unique and varying vistas of the coasts in Sai Kung, the rocky Tai Tan Country Trail consists of shady hiking trail, footpaths near streams, and gravel paths.  It is a feast for the eyes as it is home to mangroves where hikers can get a close look at mudskippers and fiddler crabs and to a variety of species of butterflies, including Common Mime, Banded Tree Brown, and Plum Judy.  Moreover, visitors will never get bored as they can watch Sharp Peak, Ko Lau Wan, and Tap Mun in the distance along the trail.  The twisty path along the coast to Nam Fung Wan passes through Lan Lou Au and Hoi Ha Wan.  The good water quality, together with mild and gentle waves at the area, provides habitats for marine lives such as corals, coral reef fish, starfish, and jellyfish.  With a rich biodiversity, Hong Kong is a true gem which deserves love and protection."
T114,P10,Tai Tan Tree Walk,Sai Kung,1,3,1,1,0.23,0.3,"Tai Tan Tree Walk is a circular route with a length of 230m. It starts from Pak Tam Road and is adjacent to Wong Shek Tree Walk. The Tree Walk encircles a barbecue site and an outing site, with a campsite nearby. The Tree Walk is lined by 17 common tree species with interpretation plates introducing Myrobalan and Ivy Tree, for example. It also highlights tree species like Brisbane Box and Taiwan Acacia which were used in early afforestation practice."
T115,P06,Tai Tong Nature Trail,West New Territories,2,3,2,3,3.2,2,"It would be no exaggeration to say that Tai Tong Sweet Gum Woods is where the craze for Sweet Gum trees started. In winter, the leaves of Sweet Gum trees turn red and can be seen in the nearby Tai Tong Nature Trail, which is not lined with Sweet Gum trees though. The trail also overlooks Yuen Long Plain, the largest local alluvial plain, and Tin Shui Wai New Town in the north. Across the streams, there are rows of caged stone retaining walls. Constructed with stones enclosed by iron grids, these walls are particularly used in trails in the countryside as they can prevent rain wash and loss of soil, and the crevices are great rooting places for vegetation. The footpath can connect to Yuen Tsuen Ancient Trail, which was once a major route for villagers of Shap Pat Heung to transport farm produce to Tsuen Wan Market. The verdant forests we see today were once a borrow area and an infertile land. It was only after years of afforestation work that the area is revitalised. Visitors planning to go on a hike there should note that the trail is undulating and therefore requires a certain level of physical fitness."
T116,P06,Tai Tong Tree Walk,West New Territories,1,3,1,1,0.65,1,"Adjacent to Tai Tong BBQ Site No.1, Tai Lam Country Park, Tai Tong Tree Walk is only 650m long and built with 9 interpretation plates. Trees of exotic species such as Brisbane Box used for early afforestation effort are featured. Hong Kong Orchid's (city flower of Hong Kong) close relative, Camel’s Foot Tree is also introduced. A stroll along the Tree Walk enables you to relive the legends of Hong Kong at different times."
T117,P15,Tei Tong Tsai Country Trail,Lantau,1,3,1,2,2,0.75,"Has the question of the location of the renowned Po Lam Monastery ever come to your lips? Po Lam Monastery, situated at the ending point of Tei Tong Tsai Country Trail, is not accessible by vehicles.  Visitors can only get a view of the hidden and tranquil monastery after completing the trail on foot.  Connecting Tung Chung Road and Fa Mun Traditional Path near Pak Kung Au, Tei Tong Tsai Country Trail is merely 2 kilometres long and thus it provides family members of all ages with a desirable spot for family outing.  200 metres from the starting point of the trail lies East Lantau Stream, which merges 6 tributaries from the northeastern hills of Lantau Peak.  The all-year-round abundant flow guarantees visitors the magnificent sight in all seasons.  Around 300 metres ahead, hikers will be greeted with the wide and breathtaking views of Sunset Peak, Shek Sze Shan, Wo Liu Tun, and the Tung Chung alluvial plain in the north.  Once an important passage for villagers to travel between Tung Chung and Ngong Ping back in the old days, Fa Mun Traditional Path outside Po Lam Monastery leads visitors not only to Po Lin Monastery but also to a feeling of absolute serenity."
T118,P12,Tsiu Hang Nature Trail,Sai Kung,1,3,1,2,0.8,1,"Located inside the AFCD Lions Nature Education Centre, Tsiu Hang Nature Trail is an easy walk. You will be fascinated to explore the natural habitats through mosses, fungi (e.g. mushrooms), and the decomposing logs by the roadside. At the start point of the trail are series of host plants and nectar plants, not only attracting larvae of butterflies, but also tourists and photography enthusiasts in summer. There are also many special tree species, like Sweet Gum, Kaki Persimmon, Pandanus, Chinese White Olive, and Wax Trees, which can be used to make candles. However, do not touch the Wax Trees as their secretion may cause skin allergies."
T119,P03,Twisk Nature Trail,West New Territories,1,3,1,2,2,1,"If you take a look at photos taken in the 19th century, you will discover that mountains in Hong Kong were not covered in the lush green vegetation we see today. In fact, large scale of afforestation work was started by the government only after the Second World War. In order to improve fertility quickly, the majority of trees planted were fast-growing exotic species that are effective in preventing surface runoff and soil erosion. Some examples are Paper-bark Tree and Taiwan Acacia – the former, which originates in Australia and has thick and soft bark, can withstand both droughts and floods; the latter, which has diazotrophs in its roots, can improve soil conditions. Both of them can be found in Twisk Nature Trail, a circular trail that starts and ends at Tsuen Kam Au. Apart from a wide variety of flora, there is more to the trail. For example, it is home to Golden Orb-web Weaver and Stick Insect, which is known for their camouflage. It also looks out on Tai Mo Shan at the helipad, introducing the volcanic rock terrain of the highest mountain in Hong Kong."
T120,P23,War Relics Trail (Lion Rock and Ma On Shan),Central New Territories,3,4,3,2,9,4,"Some 80 years ago, Hong Kong witnessed the Battle of Hong Kong. Before the outbreak of the Second World War in the 1930s, the British military authorities constructed a defence line known as ‘the Gin Drinker’s Line’ along with such military installations as military marker stones, pillboxes, and trenches to defend against attacks from the enemy. With a span of 18 kilometres, the defence line stretches from Port Shelter, Sai Kung to the Kowloon hills, including Tate’s Cairn, Lion Rock, Beacon Hill, Shing Mun, Kam Shan, and Gin Drinker’s Bay (now Kwai Tsing), separating Kowloon from the New Territories. Starting at Gilwell Campsite near Tate’s Cairn and finishing at Beacon Hill, this trail is part of the defence line and there are 17 wartime ruins that tell the stories of the war at that time along the way. Some of them may look like just another massive rock, but are in fact the largest military stone markers discovered in Hong Kong up to now. Despite years of wind and rain, the markings on some of them are still clearly identifiable. However, many of these installations were destroyed by the British forces after the war, leaving the pillboxes in ruins. In addition to the military installations, there are numerous caves that were built during the Japanese occupation period. Kept in good conditions, they were originally built for possible attacks by the Allied Forces, but never came into use because in the end the war did not take place in Hong Kong."
T121,P16,War Relics Trail (Shing Mun),Central New Territories,1,2,1,1,0.25,0.5,"Many military relics of the Second World War in Hong Kong have survived into the present. The 250-metre war relics trail located on the slope of Smuggler’s Ridge of Shing Mun and Kam Shan Country Parks has a treasure trove of them. Built to defend against attacks from the north, it is an important stronghold of the Gin Drinker’s Line and features a series of defence infrastructure built before the Second World War (from around 1937 to 1938) by the British military authorities, including military marker stones, pillboxes, the defensive headquarters Shing Mun Redoubt, and some of the exits of its interconnecting tunnel system. The tunnels were named after the streets in London, like Oxford Street, Regent Street, and Shaftesbury Avenue.  The redoubt was ambushed by the Japanese army from Needle Hill on 9 December, 1941, and the Gin Drinker’s Line was breached the next day, forcing the garrison to retreat to Hong Kong Island. After capturing the redoubt, the Japanese soldiers carved the name of their group on the wall of Shaftesbury Avenue Tunnel. The relics also show that the ceiling of the observation post is still peppered with bullets, reminiscent of the considerable tension during World War II. Together with the smell of war, it is charged with an atmosphere of brutality and misery of war."
T122,P04,Wilson Trail (Section 1) Stanley Gap Road to Wong Nai Chung Reservoir,Hong Kong Island,3,3,3,4,4.8,3,"The uphill slopes on the Wilson Trail are too many to count, making it a trail to be reckoned with.  Soon after the first section of the trail starts, hikers have to climb over a thousand stone steps to scale the South Twins, which is 386 metres about sea level, and the North Twins, which is 363 metres above sea level. That being said, no matter how exhausted you are, be prepared to be rewarded with breath-taking scenery from the viewing platform – St Stephen’s Beach, Stanley Main Beach, D’Aguilar Peninsula, Lo Chau and, to the furthest, Po Toi Island.  In spring, you will see Common Melastoma in full bloom; in autumn and winter, the hillsides are studded with Hong Kong Gordonia like the starry sky.  Hiking trails are always fair in the sense that there are both uphill and downhill slopes.  The Twins are followed by a precipitous downhill slope leading to a valley flanked with trees and Tai Tam Tuk Reservoir, before going up again to Violet Hill.  At Chinese New Year, the peak commands the north side of the mountain dotted with Chinese New Year Flowers in full bloom, hanging on the trees like pink bells as large as a thumb.  When you reach the last section that descends to Wong Nai Chung Reservoir Park, you can even capture the delicate Chinese New Year Flowers at close range as a takeaway after finishing the first section of the Wilson Trail."
T123,P04,Wilson Trail (Section 2)Wong Nai Chung Reservoir to Lam Tin,Hong Kong Island,3,2,4,5,6.6,2.5,"The hiking trail starts from Hong Kong Parkview and is next to Wong Nai Chung Reservoir, which was built in 1899 and is one of the six reservoirs before the war. You can then amble away from the serenity of the Southern District into the mountains of the Eastern District. We, when in Wan Chai and Causeway Bay, may not be aware that the city is surrounded by mountains. Viewing from Jardine’s Lookout, you will see the towering skyscrapers, which have become miniatures, among the mountains, just like the local commuters who hope to squash into the train, Victoria Harbour. After trekking around Mount Butler Quarry, which stopped operation in 1991, you will see several rows of stoves made of red bricks upon arrival at the section which overlaps Quarry Bay Tree Walk. These stoves were built by the British Forces in preparation for a long battle against the enemy troops during WWII, but they did not come into play in the end. These stoves, as did the Osborn monuments at the start point, witnessed the Battle of Hong Kong in 1941."
T124,P19,Wilson Trail (Section 3) Lam Tin to Tseng Lan Shue,Sai Kung,3,3,3,3,9.3,4,"The Wilson Trail spans Hong Kong Island, Kowloon and the New Territories, with the second section and the third being separated by Victoria Harbour. As the start point of Kowloon, the third section guides you through several war relics, including the site of the pillbox on Devil’s Peak, otherwise known as “Pau Toi Shan” (transliteration), meaning a fort in Chinese. In the past, Devil’s Peak had been occupied by pirates in the Qing dynasty and was once a hotbed of crime. It, therefore, became what the villagers living nearby called “Peak of Demons”, after which “Devil’s Peak” was translated into Chinese. That is how the current Chinese name of this mountain came into being. The pillboxes we can see today were constructed by “British Forces Overseas Hong Kong” to guard the eastern access to Victoria Harbour. Although the fort had been removed a long time ago, the circular pillbox, which has remained intact, is still attractive. The fort on the peak, which is not far away, is the gateway to an even wider view, making it an ideal sunset spot. Black Hill, the highest point of this section, commands Tseung Kwan O, whereas Tseng Lan Shue oozes yet another type of charm."
T125,P23,Wilson Trail (Section 4)Tseng Lan Shue to Sha Tin Pass,Central New Territories,3,3,4,3,8,3,"Victoria Peak is known as one of the best spots to enjoy the Hong Kong cityscape at night. However, not many people know Section 4 of the Wilson Trail offers comparable views, as you can watch the sun bid the city good evening and illuminate the entire Kowloon East from Tung Shan Pavilion. Stretching from Tseng Lan Shue to Sha Tin Pass, the route starts amidst cool woodland and a flat ancient trail that connects Ho Chung, Sai Kung to Kowloon. Once the main route for villagers to get to Kowloon, the ancient trail leads down to the village of Tai Lam Wu, where you can see the largest butterfly in Hong Kong, Common Birdwing with a bit of luck. The end of the catchwater marks the most difficult part of the section, which is also the part that ascends into the hills. The scenery up the hill is a stark contrast to that of the opening part; it offers a breathtaking panorama – in front are Fei Ngo Shan and Cheung Shan ranged in a line while at the back is the picturesque Pak Sha Wan. A brief walk from Fei Ngo Shan Road to Tung Shan will take you to a pavilion, which overlooks Kowloon East and former Kai Tak Airport, and boasts spectacular views of Lion Rock and Beacon Hill. Continue along Sha Tin Pass Road to Sha Tin Pass, and you will pass through Kwun Yum Temple, where, as the icing on the cake, you can drop by Lover’s Rock to pray for a happy marriage, before heading downhill towards Tsz Wan Shan."
T126,P23,Wilson Trail (Section 5)Sha Tin Pass to Tai Po Road,Central New Territories,2,3,2,1,7.4,2.5,"If you are an amateur hiker or looking for a family-friendly hike, this section, which enjoys views of much of Sha Tin, Tai Wai, Tolo Harbour, and as far as Ma On Shan, has you covered. Section 5 starts with a footpath that leads uphill for a kilometre before descending to the hillside, which makes up much of this section. As you walk along the catchwater on the hillside, look up to the left of the summit and you will see Amah Rock – its distinctive shape resembles a woman carrying a baby on her back watching for the return of her husband. The hillside is also a riot of colour, ablaze with a diversity of flora species, including Cape Jasmine, Ear-leaved Acacia, Honeysuckle, Schima, Climbing Bauhinia, and Gloryberry – scenery you do not see every day in the city. It later joins a fitness trail that connects to the finishing point, Tai Po Road."
T127,P23,Wilson Trail (Section 6) Tai Po Road to Shing Mun Reservoir,Central New Territories,2,3,2,1,5.3,2,"Traversing Kowloon Reservoir and Shing Mun Reservoir, Section 6 of the Wilson Trail offers a stunning spectacle not to be missed, with azure blue water and luxuriant trees complementing each other. As declared monuments, the structures of Kowloon Reservoir, including the main dam, the main dam valve house, and the recorder house, promote the appreciation of the history of Hong Kong’s water supply, part of which sheds light on how “Monkey Hill” got its name. It dates back to the construction of Kowloon Reservoir. It was found that the reservoir was threatened by the growth of a poisonous plant called Poison-nut, whose fruits, if consumed, could be lethal to humans but harmless to macaques, so the macaques were introduced to ensure the safety of fresh water. Since then, troops of macaques have lived together in harmony along the way from Tai Po Road to Shing Mun Reservoir. As a token of our gratitude to these guards, remember not to feed or intimidate them – this will keep the peace in the area."
T128,P16,Wilson Trail (Section 7)Shing Mun Reservoir to Yuen Tun Ha,Central New Territories,3,3,2,2,10.2,4,"Boasting majestic mountain scenery paired with magnificent reservoir views while being safe from the threat of tidal waves, the reservoirs in Hong Kong have always been ideal for locals who want a weekend getaway. Section 7 is a reservoir side path skirting Shing Mun Reservoir, where the spectacular scene when overflow is transferred to Lower Shing Mun Reservoir through its bellmouth overflow can be seen in the rainy season. In calm weather, the sight becomes even more awe-inspiring – the tranquil surface of water, tangled roots of Paper-bark trees on the opposite shore, as well as the reflection of Paper-bark trees in the water, all in front of your eyes. Set foot in Pun Han Pavilion and feast your eyes on the natural beauty of Paper-bark tree roots submerged in water in summer and lush greenery in winter. On the way to Yuen Tun Ha is Lead Mine Pass, a mine rich in tungsten and lead in former days. It sits at the junction of the MacLehose Trail and the Wilson Trail, where herds of cattle roam freely alongside hikers taking a rest. If you feel like a break, you may as well rest there."
T129,P03,Wilson Trail (Section 8) Yuen Tun Ha to Cloudy Hill,North New Territories,4,3,4,5,9,4,"Section 8 does not fall within the area of country parks and it starts at Sheung Wun Yiu, San Uk Ka. From there to King Law Ka Shuk, Tai Po Tau Tsuen, it is a cultural tour – as early as the Ming dynasty, the hills were once a kiln site because of its abundant water resources from Tai Mo Shan and rich deposits of porcelain clay in the soil; you can still find the preserved site behind Fan Sin Temple. As the trail ascends, it offers a panoramic view of Plover Cove Reservoir in the distance. Then, the trail widens as it gradually descends to a service reservoir, where you can enjoy an unobstructed view of Cloudy Hill. What follows is the real challenge – the climb to the Peak of Cloudy Hill can only be completed by going up flights of steps stretching out into the distance until they appear to meet the sky. To make it less arduous, take a rest at each of the five pavilions on the way. From the first pavilion, which overlooks Hong Lok Yuen, you can appreciate Hong Kong’s unique blend of the countryside and the city. The transmitting station of digital terrestrial television at the peak marks the finishing point of Section 8."
